UF,ANO_ABERTURA,ANO_BAIXA,SIT_CADASTRAL,MOTIVO,QTD
MT,2007,Não se aplica,Inapta,PRATICA IRREGULAR DE OPERACAO DE COMERCIO EXTERIOR,4
MT,2007,Não se aplica,Inapta,OMISSAO DE DECLARACOES,3051
MT,2007,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,5
MT,2007,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,26
MT,2007,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,49
MT,2007,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,2
MT,2007,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,50
MT,2007,2007,Baixada,INCORPORACAO,1
MT,2007,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO,5
MT,2007,2007,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),8
MT,2007,2007,Baixada,REGISTRO CANCELADO,1
MT,2007,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,129
MT,2007,2008,Baixada,INCORPORACAO,2
MT,2007,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),34
MT,2007,2008,Baixada,INAPTIDAO (LEI 11.941/2009 ART.54),1
MT,2007,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,136
MT,2007,2009,Baixada,INCORPORACAO,2
MT,2007,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),49
MT,2007,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,128
MT,2007,2010,Baixada,INCORPORACAO,7
MT,2007,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),24
MT,2007,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,138
MT,2007,2011,Baixada,INCORPORACAO,2
MT,2007,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),37
MT,2007,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,99
MT,2007,2012,Baixada,INCORPORACAO,2
MT,2007,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),31
MT,2007,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,80
MT,2007,2013,Baixada,INCORPORACAO,3
MT,2007,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),26
MT,2007,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,93
MT,2007,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),19
MT,2007,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,124
MT,2007,2015,Baixada,INCORPORACAO,4
MT,2007,2015,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
MT,2007,2015,Baixada,OMISSAO CONTUMAZ,580
MT,2007,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,153
MT,2007,2016,Baixada,ENCERRAMENTO DA LIQUIDACAO,1
MT,2007,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,281
MT,2007,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,318
MT,2007,2018,Baixada,INCORPORACAO,1
MT,2007,2018,Baixada,ENCERRAMENTO DA FALENCIA,1
MT,2007,2018,Baixada,INEXISTENTE DE FATO,1
MT,2007,2018,Baixada,REGISTRO CANCELADO,5
MT,2007,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,294
MT,2007,2019,Baixada,INCORPORACAO,1
MT,2007,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,183
MT,2007,2020,Baixada,INCORPORACAO,1
PA,2007,Não se aplica,Ativa,NÃO INFORMADO,2516
PA,2007,Não se aplica,Inapta,INEXISTENTE DE FATO,4
PA,2007,Não se aplica,Inapta,PRATICA IRREGULAR DE OPERACAO DE COMERCIO EXTERIOR,1
PA,2007,Não se aplica,Inapta,OMISSAO DE DECLARACOES,3563
PA,2007,Não se aplica,Inapta,LOCALIZACAO DESCONHECIDA,10
PA,2007,Não se aplica,Suspensa,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
PA,2007,Não se aplica,Suspensa,INEXISTENTE DE FATO,1
PA,2007,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,5
PA,2007,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,44
PA,2007,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,33
PA,2007,Não se aplica,Suspensa,BAIXA DEFERIDA PELA RFB E SEFAZ,1
PA,2007,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,2
PA,2007,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,28
PA,2007,2007,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),7
PA,2007,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,58
PA,2007,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),33
PA,2007,2008,Baixada,INAPTIDAO (LEI 11.941/2009 ART.54),1
PA,2007,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,73
PA,2007,2009,Baixada,INCORPORACAO,9
PA,2007,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),39
PA,2007,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,75
PA,2007,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),11
PA,2007,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,64
PA,2007,2011,Baixada,INCORPORACAO,5
PA,2007,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),15
PA,2007,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,62
PA,2007,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),17
PA,2007,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,41
PA,2007,2013,Baixada,INCORPORACAO,1
PA,2007,2013,Baixada,CISAO TOTAL,1
PA,2007,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),9
PA,2007,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,40
PA,2007,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),8
PA,2007,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,78
PA,2007,2015,Baixada,OMISSAO CONTUMAZ,819
PA,2007,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,144
PA,2007,2016,Baixada,INCORPORACAO,1
PA,2007,2016,Baixada,INEXISTENTE DE FATO,1
PA,2007,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,166
PA,2007,2017,Baixada,INCORPORACAO,1
PA,2007,2017,Baixada,ENCERRAMENTO DA FALENCIA,1
PA,2007,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,178
PA,2007,2018,Baixada,INCORPORACAO,1
PA,2007,2018,Baixada,INEXISTENTE DE FATO,1
PA,2007,2018,Baixada,REGISTRO CANCELADO,4
PA,2007,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,237
PA,2007,2019,Baixada,ENCERRAMENTO DA FALENCIA,1
PA,2007,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,101
PA,2007,2020,Baixada,ENCERRAMENTO DA FALENCIA,1
PA,2007,2020,Baixada,REGISTRO CANCELADO,3
PB,2007,Não se aplica,Ativa,NÃO INFORMADO,1641
PB,2007,Não se aplica,Inapta,INEXISTENTE DE FATO,6
PB,2007,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2061
PB,2007,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,2
PB,2007,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,4
PB,2007,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,22
PB,2007,Não se aplica,Suspensa,INCONSISTÊNCIA CADASTRAL,5
PB,2007,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,1
PB,2007,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,41
PB,2007,2007,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),7
PB,2007,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,104
PB,2007,2008,Baixada,ENCERRAMENTO DA FALENCIA,1
PB,2007,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),47
PB,2007,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,79
PB,2007,2009,Baixada,INCORPORACAO,1
PB,2007,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),55
PB,2007,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,74
PB,2007,2010,Baixada,INCORPORACAO,1
PB,2007,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),47
PB,2007,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,85
PB,2007,2011,Baixada,INCORPORACAO,1
PB,2007,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),12
PB,2007,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,61
PB,2007,2012,Baixada,INCORPORACAO,1
PB,2007,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),18
PB,2007,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,43
PB,2007,2013,Baixada,INEXISTENTE DE FATO,2
PB,2007,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),17
PB,2007,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,67
PB,2007,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),22
PB,2007,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,86
PB,2007,2015,Baixada,INCORPORACAO,1
PB,2007,2015,Baixada,OMISSAO CONTUMAZ,332
PB,2007,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,104
PB,2007,2016,Baixada,INCORPORACAO,1
PB,2007,2016,Baixada,ENCERRAMENTO DA FALENCIA,1
PB,2007,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,130
PB,2007,2017,Baixada,INCORPORACAO,1
PB,2007,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,194
PB,2007,2018,Baixada,INCORPORACAO,2
PB,2007,2018,Baixada,INEXISTENTE DE FATO,1
PB,2007,2018,Baixada,REGISTRO CANCELADO,14
PB,2007,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,104
PB,2007,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,49
PE,2007,Não se aplica,Ativa,NÃO INFORMADO,3593
PE,2007,Não se aplica,Inapta,INEXISTENTE DE FATO,1
PE,2007,Não se aplica,Inapta,PRATICA IRREGULAR DE OPERACAO DE COMERCIO EXTERIOR,1
PE,2007,Não se aplica,Inapta,OMISSAO DE DECLARACOES,5965
PE,2007,Não se aplica,Inapta,LOCALIZACAO DESCONHECIDA,10
PE,2007,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,5
PE,2007,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,30
PE,2007,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,62
PE,2007,Não se aplica,Suspensa,INCONSISTÊNCIA CADASTRAL,3
PE,2007,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,1
PE,2007,Não se aplica,NULA,ANULACAO POR VICIOS,7
PE,2007,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,108
PE,2007,2007,Baixada,INCORPORACAO,1
PE,2007,2007,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),63
PE,2007,2007,Baixada,REGISTRO CANCELADO,1
PE,2007,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,271
PE,2007,2008,Baixada,INCORPORACAO,1
PE,2007,2008,Baixada,CISAO TOTAL,1
PE,2007,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),228
PE,2007,2008,Baixada,INAPTIDAO (LEI 11.941/2009 ART.54),1
PE,2007,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,210
PE,2007,2009,Baixada,INCORPORACAO,4
PE,2007,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),230
PE,2007,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,278
PE,2007,2010,Baixada,INCORPORACAO,2
PE,2007,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),96
PE,2007,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,228
PE,2007,2011,Baixada,INCORPORACAO,1
PE,2007,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),77
PE,2007,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,171
PE,2007,2012,Baixada,INCORPORACAO,2
PE,2007,2012,Baixada,ENCERRAMENTO DA FALENCIA,1
PE,2007,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),65
PE,2007,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,151
PE,2007,2013,Baixada,INCORPORACAO,2
PE,2007,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),68
PE,2007,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,156
PE,2007,2014,Baixada,INCORPORACAO,6
PE,2007,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),69
PE,2007,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,282
PE,2007,2015,Baixada,INCORPORACAO,2
PE,2007,2015,Baixada,ENCERRAMENTO DA LIQUIDACAO,1
PE,2007,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO,1
PE,2007,2015,Baixada,OMISSAO CONTUMAZ,1479
PE,2007,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,401
PE,2007,2016,Baixada,INCORPORACAO,1
PE,2007,2016,Baixada,OMISSAO CONTUMAZ,1
PE,2007,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,499
PE,2007,2017,Baixada,INCORPORACAO,4
PE,2007,2017,Baixada,CISAO TOTAL,1
PE,2007,2017,Baixada,ENCERRAMENTO DA FALENCIA,2
PE,2007,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO,1
PE,2007,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,609
PE,2007,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO,1
PE,2007,2018,Baixada,INEXISTENTE DE FATO,1
PE,2007,2018,Baixada,REGISTRO CANCELADO,18
PE,2007,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,465
PE,2007,2019,Baixada,INCORPORACAO,3
PE,2007,2019,Baixada,ENCERRAMENTO DA FALENCIA,2
PE,2007,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO,1
PE,2007,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,195
PE,2007,2020,Baixada,INEXISTENTE DE FATO,1
PI,2007,Não se aplica,Ativa,NÃO INFORMADO,1247
PI,2007,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1304
PI,2007,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
PI,2007,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,1
PI,2007,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,11
PI,2007,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,1
PI,2007,Não se aplica,NULA,ANULACAO POR VICIOS,4
PI,2007,Não se aplica,NULA,ANULACAO DE INSCRICAO INDEVIDA,1
PI,2007,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,16
PI,2007,2007,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),2
PI,2007,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,52
PI,2007,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),27
PI,2007,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,46
PI,2007,2009,Baixada,INCORPORACAO,1
PI,2007,2009,Baixada,ENCERRAMENTO DA LIQUIDACAO,1
PI,2007,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),43
PI,2007,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,46
PI,2007,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),20
PI,2007,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,31
PI,2007,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),9
PI,2007,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,35
PI,2007,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),16
PI,2007,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,21
PI,2007,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),14
PI,2007,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,38
PI,2007,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),8
PI,2007,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,28
PI,2007,2015,Baixada,OMISSAO CONTUMAZ,239
PI,2007,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,53
PI,2007,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,58
PI,2007,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,60
PI,2007,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO,1
PI,2007,2018,Baixada,REGISTRO CANCELADO,5
PI,2007,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,70
PI,2007,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,38
PR,2007,Não se aplica,Ativa,NÃO INFORMADO,9351
PR,2007,Não se aplica,Inapta,INEXISTENTE DE FATO,12
PR,2007,Não se aplica,Inapta,PRATICA IRREGULAR DE OPERACAO DE COMERCIO EXTERIOR,13
PR,2007,Não se aplica,Inapta,OMISSAO DE DECLARACOES,7641
PR,2007,Não se aplica,Inapta,LOCALIZACAO DESCONHECIDA,14
PR,2007,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,34
PR,2007,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,140
PR,2007,Não se aplica,Suspensa,DETERMINACAO JUDICIAL,3
PR,2007,Não se aplica,Suspensa,INCONSISTÊNCIA CADASTRAL,3
PR,2007,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,6
PR,2007,Não se aplica,NULA,ANULACAO POR VICIOS,8
PR,2007,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,379
PR,2007,2007,Baixada,INCORPORACAO,6
PR,2007,2007,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),103
PR,2007,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1031
PR,2007,2008,Baixada,INCORPORACAO,10
PR,2007,2008,Baixada,CISAO TOTAL,1
PR,2007,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO,1
PR,2007,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),519
PR,2007,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,847
PR,2007,2009,Baixada,INCORPORACAO,5
PR,2007,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),541
PR,2007,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,896
PR,2007,2010,Baixada,INCORPORACAO,11
PR,2007,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO,1
PR,2007,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),165
PR,2007,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,786
PR,2007,2011,Baixada,INCORPORACAO,6
PR,2007,2011,Baixada,CISAO TOTAL,1
PR,2007,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),99
PR,2007,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,575
PR,2007,2012,Baixada,INCORPORACAO,4
PR,2007,2012,Baixada,CISAO TOTAL,1
PR,2007,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),135
PR,2007,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,521
PR,2007,2013,Baixada,INCORPORACAO,6
PR,2007,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO,1
PR,2007,2013,Baixada,INEXISTENTE DE FATO,1
PR,2007,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),123
PR,2007,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,506
PR,2007,2014,Baixada,INCORPORACAO,8
PR,2007,2014,Baixada,INEXISTENTE DE FATO,2
PR,2007,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),133
PR,2007,2014,Baixada,OMISSAO CONTUMAZ,1
PR,2007,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,869
PR,2007,2015,Baixada,INCORPORACAO,6
PR,2007,2015,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),2
PR,2007,2015,Baixada,OMISSAO CONTUMAZ,1199
PR,2007,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1194
PR,2007,2016,Baixada,INCORPORACAO,10
PR,2007,2016,Baixada,ENCERRAMENTO DA FALENCIA,1
PR,2007,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO,1
PR,2007,2016,Baixada,INEXISTENTE DE FATO,1
PR,2007,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1184
PR,2007,2017,Baixada,INCORPORACAO,6
PR,2007,2017,Baixada,INEXISTENTE DE FATO,2
PR,2007,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1075
PR,2007,2018,Baixada,INCORPORACAO,4
PR,2007,2018,Baixada,INEXISTENTE DE FATO,4
PR,2007,2018,Baixada,REGISTRO CANCELADO,63
PR,2007,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1054
PR,2007,2019,Baixada,INCORPORACAO,5
PR,2007,2019,Baixada,ENCERRAMENTO DA FALENCIA,1
PR,2007,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,472
PR,2007,2020,Baixada,INCORPORACAO,1
RJ,2007,Não se aplica,Ativa,NÃO INFORMADO,9416
RJ,2007,Não se aplica,Inapta,INEXISTENTE DE FATO,10
RJ,2007,Não se aplica,Inapta,PRATICA IRREGULAR DE OPERACAO DE COMERCIO EXTERIOR,13
