UF,ANO_ABERTURA,ANO_BAIXA,SIT_CADASTRAL,MOTIVO,QTD
DF,2007,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2007,2009,Baixada,EXTINCAO-UNIFICACAO DA FILIAL,1
DF,2007,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
DF,2007,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,6
DF,2007,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2007,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
DF,2007,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
DF,2007,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
DF,2007,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2008,Não se aplica,Ativa,NÃO INFORMADO,2144
DF,2008,Não se aplica,Inapta,OMISSAO DE DECLARACOES,10
DF,2008,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
DF,2008,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,7
DF,2008,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,13
DF,2008,Não se aplica,Suspensa,BAIXA REGISTRADA NA JUNTA,10
DF,2008,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
DF,2008,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
DF,2008,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),3
DF,2008,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
DF,2008,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
DF,2008,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
DF,2008,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
DF,2008,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
DF,2008,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
DF,2008,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2008,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
DF,2008,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
DF,2008,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
DF,2008,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2009,Não se aplica,Ativa,NÃO INFORMADO,2263
DF,2009,Não se aplica,Inapta,OMISSAO DE DECLARACOES,8
DF,2009,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,2
DF,2009,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,9
DF,2009,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,13
DF,2009,Não se aplica,Suspensa,BAIXA REGISTRADA NA JUNTA,11
DF,2009,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2009,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
DF,2009,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
DF,2009,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,10
DF,2009,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
DF,2009,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,7
DF,2009,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),2
DF,2009,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,6
DF,2009,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
DF,2009,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
DF,2009,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,7
DF,2009,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
DF,2009,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
DF,2009,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
DF,2010,Não se aplica,Ativa,NÃO INFORMADO,2823
DF,2010,Não se aplica,Inapta,OMISSAO DE DECLARACOES,6
DF,2010,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
DF,2010,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,10
DF,2010,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,15
DF,2010,Não se aplica,Suspensa,BAIXA REGISTRADA NA JUNTA,12
DF,2010,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
DF,2010,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
DF,2010,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
DF,2010,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
DF,2010,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,6
DF,2010,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),2
DF,2010,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
DF,2010,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
DF,2010,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
DF,2010,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
DF,2010,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
DF,2010,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
DF,2010,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
DF,2010,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
DF,2011,Não se aplica,Ativa,NÃO INFORMADO,3328
DF,2011,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2
DF,2011,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,5
DF,2011,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,15
DF,2011,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,15
DF,2011,Não se aplica,Suspensa,BAIXA REGISTRADA NA JUNTA,29
DF,2011,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
DF,2011,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,11
DF,2011,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
DF,2011,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,10
DF,2011,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,15
DF,2011,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,13
DF,2011,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,9
DF,2011,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,12
DF,2011,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
DF,2011,2018,Baixada,EXTINCAO-UNIFICACAO DA FILIAL,1
DF,2011,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,8
DF,2011,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
DF,2012,Não se aplica,Ativa,NÃO INFORMADO,3727
DF,2012,Não se aplica,Inapta,OMISSAO DE DECLARACOES,7
DF,2012,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,2
DF,2012,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,15
DF,2012,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,14
DF,2012,Não se aplica,Suspensa,BAIXA REGISTRADA NA JUNTA,24
DF,2012,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
DF,2012,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,11
DF,2012,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,7
DF,2012,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),2
DF,2012,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2012,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,15
DF,2012,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,18
DF,2012,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,7
DF,2012,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,16
DF,2012,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
DF,2013,Não se aplica,Ativa,NÃO INFORMADO,4325
DF,2013,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
DF,2013,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,21
DF,2013,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,8
DF,2013,Não se aplica,Suspensa,BAIXA REGISTRADA NA JUNTA,28
DF,2013,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
DF,2013,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,11
DF,2013,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,21
DF,2013,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,14
DF,2013,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,13
DF,2013,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,12
DF,2013,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,17
DF,2013,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2014,Não se aplica,Ativa,NÃO INFORMADO,4326
DF,2014,Não se aplica,Inapta,OMISSAO DE DECLARACOES,5
DF,2014,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,20
DF,2014,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,2
DF,2014,Não se aplica,Suspensa,BAIXA REGISTRADA NA JUNTA,21
DF,2014,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
DF,2014,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,12
DF,2014,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,15
DF,2014,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,24
DF,2014,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,9
DF,2014,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,18
DF,2014,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,8
DF,2015,Não se aplica,Ativa,NÃO INFORMADO,5517
DF,2015,Não se aplica,Inapta,OMISSAO DE DECLARACOES,3
DF,2015,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,17
DF,2015,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,4
DF,2015,Não se aplica,Suspensa,PRATICA IRREGULAR DE OPERACAO DE COMERCIO EXTERIOR,1
DF,2015,Não se aplica,Suspensa,BAIXA REGISTRADA NA JUNTA,30
DF,2015,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
DF,2015,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,27
DF,2015,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,32
DF,2015,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,11
DF,2015,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,23
DF,2015,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
DF,2016,Não se aplica,Ativa,NÃO INFORMADO,6613
DF,2016,Não se aplica,Inapta,OMISSAO DE DECLARACOES,5
DF,2016,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,19
DF,2016,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,6
DF,2016,Não se aplica,Suspensa,BAIXA REGISTRADA NA JUNTA,21
DF,2016,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,10
DF,2016,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,120
DF,2016,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,24
DF,2016,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,27
DF,2016,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,7
DF,2017,Não se aplica,Ativa,NÃO INFORMADO,7541
DF,2017,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2
DF,2017,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,24
DF,2017,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,6
DF,2017,Não se aplica,Suspensa,BAIXA REGISTRADA NA JUNTA,13
DF,2017,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,70
DF,2017,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,27
DF,2017,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,27
DF,2017,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,10
DF,2018,Não se aplica,Ativa,NÃO INFORMADO,9674
DF,2018,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,38
DF,2018,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,3
DF,2018,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,9
DF,2018,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,79
DF,2018,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,13
DF,2019,Não se aplica,Ativa,NÃO INFORMADO,12050
DF,2019,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,28
DF,2019,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
DF,2019,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,39
DF,2019,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,34
DF,2019,2020,Baixada,INEXISTENTE DE FATO,1
DF,2020,Não se aplica,Ativa,NÃO INFORMADO,5942
DF,2020,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,6
DF,2020,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
DF,2020,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,8
ES,2005,Não se aplica,Ativa,NÃO INFORMADO,2235
ES,2005,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2
ES,2005,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,6
ES,2005,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,46
ES,2005,2005,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2005,2006,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
ES,2005,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2005,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2005,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2005,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2005,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,7
ES,2005,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
ES,2006,Não se aplica,Ativa,NÃO INFORMADO,2394
ES,2006,Não se aplica,Inapta,OMISSAO DE DECLARACOES,3
ES,2006,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,3
ES,2006,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,10
ES,2006,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,49
ES,2006,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,8
ES,2006,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2006,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
ES,2006,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2006,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
ES,2006,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2006,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2006,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2006,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,8
ES,2006,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
ES,2006,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2007,Não se aplica,Ativa,NÃO INFORMADO,3120
ES,2007,Não se aplica,Inapta,INEXISTENTE DE FATO,1
ES,2007,Não se aplica,Inapta,PRATICA IRREGULAR DE OPERACAO DE COMERCIO EXTERIOR,1
ES,2007,Não se aplica,Inapta,OMISSAO DE DECLARACOES,7
ES,2007,Não se aplica,Inapta,LOCALIZACAO DESCONHECIDA,1
ES,2007,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,2
ES,2007,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,11
ES,2007,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,58
ES,2007,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2007,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
ES,2007,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2007,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),3
ES,2007,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2007,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2007,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
ES,2007,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
ES,2007,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
ES,2007,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,7
ES,2007,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
ES,2007,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2007,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2007,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
ES,2007,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,17
ES,2007,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,10
ES,2007,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2008,Não se aplica,Ativa,NÃO INFORMADO,3514
ES,2008,Não se aplica,Inapta,OMISSAO DE DECLARACOES,5
ES,2008,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,4
ES,2008,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,20
ES,2008,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,54
ES,2008,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2008,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
ES,2008,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),2
ES,2008,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
ES,2008,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),2
ES,2008,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2008,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
ES,2008,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
ES,2008,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,6
ES,2008,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
ES,2008,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
ES,2008,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2008,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2008,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2008,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,10
ES,2008,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,14
ES,2008,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2009,Não se aplica,Ativa,NÃO INFORMADO,3918
ES,2009,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2
ES,2009,Não se aplica,Inapta,LOCALIZACAO DESCONHECIDA,1
ES,2009,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,4
ES,2009,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,7
ES,2009,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,68
ES,2009,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
ES,2009,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
ES,2009,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
ES,2009,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),4
ES,2009,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,7
ES,2009,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
ES,2009,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,9
ES,2009,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
ES,2009,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,7
ES,2009,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,7
ES,2009,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
ES,2009,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
ES,2009,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2009,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,9
ES,2009,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,15
ES,2009,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,6
ES,2010,Não se aplica,Ativa,NÃO INFORMADO,3960
ES,2010,Não se aplica,Inapta,OMISSAO DE DECLARACOES,3
