UF,ANO_ABERTURA,ANO_BAIXA,SIT_CADASTRAL,MOTIVO,QTD
CE,2020,Não se aplica,Ativa,NÃO INFORMADO,39012
CE,2020,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,1
DF,2005,Não se aplica,Ativa,NÃO INFORMADO,72
DF,2005,Não se aplica,Inapta,OMISSAO DE DECLARACOES,3
DF,2006,Não se aplica,Ativa,NÃO INFORMADO,56
DF,2007,Não se aplica,Ativa,NÃO INFORMADO,131
DF,2007,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
DF,2007,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2008,Não se aplica,Ativa,NÃO INFORMADO,182
DF,2008,Não se aplica,Inapta,OMISSAO DE DECLARACOES,4
DF,2008,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2009,Não se aplica,Ativa,NÃO INFORMADO,1164
DF,2009,Não se aplica,Inapta,OMISSAO DE DECLARACOES,3
DF,2009,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
DF,2009,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2009,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2010,Não se aplica,Ativa,NÃO INFORMADO,4470
DF,2010,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2
DF,2010,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,10
DF,2010,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,1
DF,2010,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2010,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2010,2018,Baixada,REGISTRO CANCELADO,3
DF,2011,Não se aplica,Ativa,NÃO INFORMADO,5764
DF,2011,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
DF,2011,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,4
DF,2011,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2012,Não se aplica,Ativa,NÃO INFORMADO,7394
DF,2012,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
DF,2012,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,4
DF,2012,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2013,Não se aplica,Ativa,NÃO INFORMADO,8201
DF,2013,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2014,Não se aplica,Ativa,NÃO INFORMADO,9937
DF,2014,Não se aplica,Suspensa,INCONSISTÊNCIA CADASTRAL,1
DF,2014,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2014,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2015,Não se aplica,Ativa,NÃO INFORMADO,17392
DF,2016,Não se aplica,Ativa,NÃO INFORMADO,17816
DF,2016,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
DF,2016,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
DF,2017,Não se aplica,Ativa,NÃO INFORMADO,20733
DF,2017,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
DF,2018,Não se aplica,Ativa,NÃO INFORMADO,28488
DF,2019,Não se aplica,Ativa,NÃO INFORMADO,38237
DF,2019,2020,Baixada,INEXISTENTE DE FATO,3
DF,2020,Não se aplica,Ativa,NÃO INFORMADO,25604
ES,2005,Não se aplica,Ativa,NÃO INFORMADO,141
ES,2006,Não se aplica,Ativa,NÃO INFORMADO,134
ES,2006,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
ES,2007,Não se aplica,Ativa,NÃO INFORMADO,173
ES,2007,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
ES,2007,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2008,Não se aplica,Ativa,NÃO INFORMADO,242
ES,2008,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
ES,2008,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
ES,2008,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2008,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2009,Não se aplica,Ativa,NÃO INFORMADO,1307
ES,2009,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
ES,2009,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,2
ES,2009,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,11
ES,2009,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2009,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2009,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2010,Não se aplica,Ativa,NÃO INFORMADO,7463
ES,2010,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2
ES,2010,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
ES,2010,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,3
ES,2010,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,97
ES,2010,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2010,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
ES,2010,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2010,2018,Baixada,REGISTRO CANCELADO,1
ES,2010,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2011,Não se aplica,Ativa,NÃO INFORMADO,9563
ES,2011,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
ES,2011,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,3
ES,2011,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,53
ES,2011,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2011,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2011,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2012,Não se aplica,Ativa,NÃO INFORMADO,11306
ES,2012,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
ES,2012,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,17
ES,2012,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2012,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2012,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2013,Não se aplica,Ativa,NÃO INFORMADO,13516
ES,2013,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2013,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2013,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2013,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2013,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2014,Não se aplica,Ativa,NÃO INFORMADO,16251
ES,2014,Não se aplica,Suspensa,DETERMINACAO JUDICIAL,1
ES,2014,2016,Baixada,EXTINCAO-UNIFICACAO DA FILIAL,1
ES,2014,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2015,Não se aplica,Ativa,NÃO INFORMADO,24773
ES,2015,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2015,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2016,Não se aplica,Ativa,NÃO INFORMADO,26889
ES,2016,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2016,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2016,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2017,Não se aplica,Ativa,NÃO INFORMADO,30032
ES,2017,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
ES,2017,Não se aplica,Suspensa,DETERMINACAO JUDICIAL,1
ES,2017,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
ES,2018,Não se aplica,Ativa,NÃO INFORMADO,39471
ES,2018,Não se aplica,Suspensa,INCONSISTÊNCIA CADASTRAL,1
ES,2019,Não se aplica,Ativa,NÃO INFORMADO,50014
ES,2019,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,1
ES,2019,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
ES,2020,Não se aplica,Ativa,NÃO INFORMADO,35175
GO,2005,Não se aplica,Ativa,NÃO INFORMADO,213
GO,2005,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
GO,2005,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2006,Não se aplica,Ativa,NÃO INFORMADO,219
GO,2007,Não se aplica,Ativa,NÃO INFORMADO,247
GO,2007,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
GO,2007,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,1
GO,2007,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),2
GO,2007,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2007,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2007,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2008,Não se aplica,Ativa,NÃO INFORMADO,478
GO,2008,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
GO,2008,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2008,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
GO,2009,Não se aplica,Ativa,NÃO INFORMADO,629
GO,2009,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2
GO,2009,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,2
GO,2009,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2009,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
GO,2009,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2009,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2009,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2010,Não se aplica,Ativa,NÃO INFORMADO,11605
GO,2010,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
GO,2010,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
GO,2010,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,3
GO,2010,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,29
GO,2010,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,3
GO,2010,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),2
GO,2010,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
GO,2010,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2010,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
GO,2010,2018,Baixada,REGISTRO CANCELADO,3
GO,2010,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2011,Não se aplica,Ativa,NÃO INFORMADO,12117
GO,2011,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2
GO,2011,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,3
GO,2011,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,3
GO,2011,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,16
GO,2011,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2011,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
GO,2011,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
GO,2011,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
GO,2012,Não se aplica,Ativa,NÃO INFORMADO,14424
GO,2012,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,5
GO,2012,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2012,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2012,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
GO,2013,Não se aplica,Ativa,NÃO INFORMADO,19461
GO,2013,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,1
GO,2013,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2013,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2013,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2013,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
GO,2013,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2014,Não se aplica,Ativa,NÃO INFORMADO,21428
GO,2014,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
GO,2014,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,1
GO,2014,Não se aplica,Suspensa,INCONSISTÊNCIA CADASTRAL,1
GO,2014,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
GO,2014,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2014,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2015,Não se aplica,Ativa,NÃO INFORMADO,30908
GO,2015,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
GO,2015,Não se aplica,Suspensa,INCONSISTÊNCIA CADASTRAL,1
GO,2015,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2015,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2016,Não se aplica,Ativa,NÃO INFORMADO,32444
GO,2016,Não se aplica,Suspensa,INEXISTENTE DE FATO,1
GO,2016,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2016,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2016,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2017,Não se aplica,Ativa,NÃO INFORMADO,40141
GO,2017,Não se aplica,Suspensa,DETERMINACAO JUDICIAL,1
GO,2017,Não se aplica,Suspensa,INCONSISTÊNCIA CADASTRAL,1
GO,2017,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2017,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2017,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2018,Não se aplica,Ativa,NÃO INFORMADO,52587
GO,2018,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
GO,2019,Não se aplica,Ativa,NÃO INFORMADO,73540
GO,2019,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
GO,2019,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
GO,2020,Não se aplica,Ativa,NÃO INFORMADO,51270
GO,2020,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MA,2005,Não se aplica,Ativa,NÃO INFORMADO,43
MA,2005,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
MA,2006,Não se aplica,Ativa,NÃO INFORMADO,41
MA,2007,Não se aplica,Ativa,NÃO INFORMADO,37
MA,2007,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
MA,2008,Não se aplica,Ativa,NÃO INFORMADO,40
MA,2008,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
MA,2009,Não se aplica,Ativa,NÃO INFORMADO,63
MA,2009,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
MA,2010,Não se aplica,Ativa,NÃO INFORMADO,4937
MA,2010,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
MA,2010,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,35
MA,2011,Não se aplica,Ativa,NÃO INFORMADO,4679
MA,2011,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
MA,2011,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,21
MA,2012,Não se aplica,Ativa,NÃO INFORMADO,4856
MA,2012,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,7
MA,2013,Não se aplica,Ativa,NÃO INFORMADO,6416
MA,2014,Não se aplica,Ativa,NÃO INFORMADO,7617
MA,2014,Não se aplica,Inapta,OMISSAO DE DECLARACOES,3
MA,2015,Não se aplica,Ativa,NÃO INFORMADO,12196
MA,2016,Não se aplica,Ativa,NÃO INFORMADO,11893
MA,2016,Não se aplica,Suspensa,INCONSISTÊNCIA CADASTRAL,1
MA,2017,Não se aplica,Ativa,NÃO INFORMADO,12758
MA,2018,Não se aplica,Ativa,NÃO INFORMADO,15952
MA,2018,Não se aplica,Suspensa,DETERMINACAO JUDICIAL,1
MA,2019,Não se aplica,Ativa,NÃO INFORMADO,23193
MA,2019,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MA,2020,Não se aplica,Ativa,NÃO INFORMADO,16563
MG,2005,Não se aplica,Ativa,NÃO INFORMADO,877
MG,2005,Não se aplica,Inapta,OMISSAO DE DECLARACOES,5
MG,2005,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,5
MG,2005,2006,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2005,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2006,Não se aplica,Ativa,NÃO INFORMADO,908
MG,2006,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2
MG,2006,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
MG,2006,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2006,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2006,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2006,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
MG,2006,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2007,Não se aplica,Ativa,NÃO INFORMADO,1071
MG,2007,Não se aplica,Inapta,OMISSAO DE DECLARACOES,6
MG,2007,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,3
MG,2007,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2007,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2007,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2007,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
MG,2007,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2008,Não se aplica,Ativa,NÃO INFORMADO,1204
MG,2008,Não se aplica,Inapta,OMISSAO DE DECLARACOES,3
MG,2008,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
MG,2008,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,5
MG,2008,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
MG,2008,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
MG,2008,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
MG,2008,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
MG,2008,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
MG,2008,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2008,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
MG,2008,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
MG,2008,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2009,Não se aplica,Ativa,NÃO INFORMADO,5513
MG,2009,Não se aplica,Inapta,OMISSAO DE DECLARACOES,4
MG,2009,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
MG,2009,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,2
MG,2009,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,33
MG,2009,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
MG,2009,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
MG,2009,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
MG,2009,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
MG,2009,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
MG,2009,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
MG,2009,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2009,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
MG,2009,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2010,Não se aplica,Ativa,NÃO INFORMADO,25608
MG,2010,Não se aplica,Inapta,OMISSAO DE DECLARACOES,8
MG,2010,Não se aplica,Inapta,LOCALIZACAO DESCONHECIDA,1
MG,2010,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
MG,2010,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,9
MG,2010,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,185
MG,2010,Não se aplica,Suspensa,BAIXA INDEFERIDA PELA RFB E DEFERIDA PELO CONVENENTE,1
MG,2010,Não se aplica,Suspensa,INCONSISTÊNCIA CADASTRAL,1
MG,2010,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,4
MG,2010,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2010,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
MG,2010,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,6
MG,2010,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
MG,2010,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
MG,2010,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2010,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
MG,2010,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
MG,2010,2018,Baixada,REGISTRO CANCELADO,3
MG,2010,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
MG,2011,Não se aplica,Ativa,NÃO INFORMADO,35399
MG,2011,Não se aplica,Inapta,OMISSAO DE DECLARACOES,8
MG,2011,Não se aplica,Inapta,LOCALIZACAO DESCONHECIDA,1
MG,2011,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,5
MG,2011,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,105
MG,2011,Não se aplica,Suspensa,INDICIO INTERPOS. FRAUDULENTA,1
MG,2011,Não se aplica,Suspensa,DETERMINACAO JUDICIAL,3
MG,2011,Não se aplica,Suspensa,INCONSISTÊNCIA CADASTRAL,6
MG,2011,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
MG,2011,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
MG,2011,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
MG,2011,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
MG,2011,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
